drive_id,sol_start,sol_end,n_segments,n_intermediate,path_m,straight_m,seg_straight_sum_m,excess_m,detour_ratio,wander_ratio,tilt_mean,tilt_max,n_i_rows,n_m_rows,frac_i,flag_zero_distance,flag_short_drive,flag_single_segment,flag_dist_anomaly,flag_impossible
45,135,135,1,0,104.213,79.77120113177536,79.77120113177536,24.441798868224637,1.306398782034745,1.0,7.273326061,7.273326061,0,0,0.0,False,False,True,False,False
46,136,136,1,0,36.407,34.40260991559247,34.40260991559247,2.0043900844075253,1.0582627332439412,1.0,6.251060506,6.251060506,0,0,0.0,False,False,True,False,False
47,137,137,1,0,37.478,35.247529644044995,35.247529644044995,2.2304703559550063,1.0632801895190926,1.0,4.777505283,4.777505283,0,0,0.0,False,False,True,False,False
48,153,153,1,0,99.633,95.46279277806819,95.4627927780682,4.170207221931804,1.043684110851719,1.0000000000000002,3.850910073,3.850910073,0,0,0.0,False,False,True,False,False
49,155,155,1,0,44.48,43.5114102850297,43.5114102850297,0.9685897149702996,1.0222605911558686,1.0,3.336633933,3.336633933,0,0,0.0,False,False,True,False,False
50,157,157,1,0,6.57,6.411569620618888,6.411569620618888,0.15843037938111237,1.0247100770568907,1.0,1.980516651,1.980516651,0,0,0.0,False,False,True,False,False
51,168,168,1,0,31.869,26.263472447587453,26.263472447587453,5.605527552412546,1.213434364538017,1.0,8.405953962,8.405953962,0,0,0.0,False,False,True,False,False
52,169,169,1,0,53.25,50.580712381227904,50.580712381227904,2.6692876187720955,1.0527728355949917,1.0,3.163438495,3.163438495,0,0,0.0,False,False,True,False,False
53,170,170,1,0,104.535,101.83798970919547,101.83798970919548,2.6970102908045277,1.0264833418109096,1.0000000000000002,8.128146613,8.128146613,0,0,0.0,False,False,True,False,False
54,171,171,1,0,111.858,107.95513119808696,107.95513119808696,3.902868801913044,1.0361526937960148,1.0,8.326686059,8.326686059,0,0,0.0,False,False,True,False,False
55,173,173,1,0,39.204,35.692148828446456,35.692148828446456,3.5118511715535448,1.0983928199009025,1.0,10.17223481,10.17223481,0,0,0.0,False,False,True,False,False
56,175,175,1,0,20.682,14.529759873521275,14.529759873521275,6.152240126478723,1.4234233862109749,1.0,19.83306569,19.83306569,0,0,0.0,False,False,True,False,False
57,177,177,1,0,93.922,90.62079595779927,90.62079595779926,3.301204042200723,1.036428768996225,0.9999999999999999,8.550401579,8.550401579,0,0,0.0,False,False,True,False,False
58,178,178,1,0,81.808,66.92981868352489,66.92981868352489,14.878181316475121,1.2222952580646609,1.0,0.6647872291,0.6647872291,0,0,0.0,False,False,True,False,False
59,180,180,1,0,10.963,5.970602816897049,5.970602816897049,4.99239718310295,1.8361630033359886,1.0,1.977059203,1.977059203,0,0,0.0,False,False,True,False,False
60,199,199,1,0,72.704,65.39268834461365,65.39268834461365,7.311311655386348,1.11180625602753,1.0,3.268929112,3.268929112,0,0,0.0,False,False,True,False,False
61,200,200,1,0,169.486,167.59634745719453,167.59634745719453,1.8896525428054645,1.0112750222273674,1.0,4.374206651,4.374206651,0,0,0.0,False,False,True,False,False
62,201,201,1,0,41.908,34.967316653848286,34.967316653848286,6.940683346151715,1.1984905909383774,1.0,5.616757936,5.616757936,0,0,0.0,False,False,True,False,False
63,202,202,1,0,44.825,43.08446070231514,43.08446070231514,1.7405392976848617,1.0403983076337158,1.0,3.705102703,3.705102703,0,0,0.0,False,False,True,False,False
64,203,203,1,0,29.349,27.64155142170997,27.641551421709973,1.7074485782900304,1.0617710834041314,1.0000000000000002,3.332143863,3.332143863,0,0,0.0,False,False,True,False,False
65,204,204,1,0,16.467,9.879022320469884,9.879022320469884,6.587977679530114,1.6668653502158264,1.0,7.377258052,7.377258052,0,0,0.0,False,False,True,False,False
66,210,210,1,0,52.347,28.109087676613637,28.10908767661364,24.237912323386364,1.86228029177738,1.0000000000000002,6.886287781,6.886287781,0,0,0.0,False,False,True,False,False
67,237,237,1,0,32.513,31.391504025416097,31.3915040254161,1.121495974583901,1.0357260988092791,1.0000000000000002,4.488701965,4.488701965,0,0,0.0,False,False,True,False,False
68,238,238,1,0,17.867,16.917238102493297,16.917238102493297,0.9497618975067041,1.0561416640087797,1.0,12.30814291,12.30814291,0,0,0.0,False,False,True,False,False
69,239,239,1,0,11.661,6.328837175926432,6.328837175926432,5.332162824073568,1.8425185663420125,1.0,7.822827647,7.822827647,0,0,0.0,False,False,True,False,False
70,248,248,1,0,0.697,0.45510108756193296,0.4551010875619329,0.241898912438067,1.5315278716075313,0.9999999999999999,6.399181256,6.399181256,0,0,0.0,False,True,True,False,False
71,278,278,1,0,6.335,3.1736089870440574,3.1736089870440574,3.1613910129559426,1.9961501325027773,1.0,7.048472954,7.048472954,0,0,0.0,False,True,True,False,False
72,280,280,1,0,36.258,35.191477661425694,35.191477661425694,1.066522338574309,1.0303062675808965,1.0,7.094307661,7.094307661,0,0,0.0,False,False,True,False,False
73,281,281,1,0,36.262,34.521416903555256,34.521416903555256,1.7405830964447446,1.0504203839983604,1.0,0.3987152976,0.3987152976,0,0,0.0,False,False,True,False,False
74,283,283,1,0,3.977,3.375862853005042,3.3758628530050423,0.601137146994958,1.178069185026238,1.0000000000000002,5.665418822,5.665418822,0,0,0.0,False,True,True,False,False
75,285,285,1,0,62.523,54.25459724270625,54.25459724270625,8.268402757293757,1.1524000393976812,1.0,3.601169394,3.601169394,0,0,0.0,False,False,True,False,False
76,286,286,1,0,8.037,7.770666509543049,7.770666509543049,0.26633349045695187,1.03427421446151,1.0,8.783772974,8.783772974,0,0,0.0,False,False,True,False,False
77,328,328,1,0,4.344,4.054552996225675,4.054552996225675,0.28944700377432486,1.0713881416875712,1.0,13.62584171,13.62584171,0,0,0.0,False,True,True,False,False
78,333,333,1,0,13.506,3.5680096691839167,3.5680096691839167,9.937990330816083,3.785303643274353,1.0,2.99655276,2.99655276,0,0,0.0,False,True,True,False,False
79,335,335,1,0,9.005,1.8944513715485727,1.894451371548573,7.110548628451428,4.7533550532041815,1.0000000000000002,0.8063095946,0.8063095946,0,0,0.0,False,True,True,False,False
80,340,340,3,2,238.516,154.0024924733231,207.95994481311436,84.5135075266769,1.5487801279665436,1.3503673964831315,2.7925510296,5.985117837,0,2,0.0,False,False,False,False,False
81,341,341,3,2,240.61,207.91145481938972,217.3332635747309,32.698545180610296,1.157271494295565,1.0453164485983988,8.092759265333333,11.23336523,0,2,0.0,False,False,False,False,False
82,342,342,1,0,12.809,12.70755684579551,12.70755684579551,0.1014431542044889,1.0079828998945657,1.0,12.83352418,12.83352418,0,0,0.0,False,False,True,False,False
83,343,343,2,1,19.241,14.078600960052555,17.782561815865414,5.162399039947445,1.3666840941507994,1.2630915434227232,9.614759433,9.83202335,0,1,0.0,False,False,False,False,False
84,350,352,3,2,488.525,299.5267282387441,364.4534820597425,188.99827176125586,1.6309896711808998,1.216764474418614,4.584117822,6.55592196,0,2,0.0,False,False,False,False,False
85,353,353,2,1,212.283,156.79463338411492,162.33810890967015,55.48836661588507,1.3538920013923554,1.0353550080504021,2.5963662894999997,3.381908963,0,1,0.0,False,False,False,False,False
86,354,354,3,2,186.747,183.1812218158588,184.5531423657692,3.565778184141209,1.0194658499861173,1.0074894169626705,2.8515684034,5.615061985,0,2,0.0,False,False,False,False,False
87,355,355,1,0,269.083,247.30349817988926,247.3034981798893,21.779501820110767,1.0880679083814184,1.0000000000000002,2.064218553,2.064218553,0,0,0.0,False,False,True,False,False
88,358,359,2,1,44.062,43.083927235123326,43.338361343847154,0.9780727648766714,1.0227015694168038,1.0059055458741097,1.965053991,1.965053991,0,1,0.0,False,False,False,False,False
89,360,360,2,1,204.676,188.32846351524148,190.4299528484981,16.347536484758507,1.0868033231919587,1.0111586389759217,2.620459742,3.110411162,0,1,0.0,False,False,False,False,False
90,361,361,1,0,19.44,15.190658708760276,15.190658708760276,4.249341291239725,1.2797338399018325,1.0,4.226224092,4.226224092,0,0,0.0,False,False,True,False,False
91,362,362,1,0,9.392,0.4899234635498877,0.4899234635498877,8.902076536450112,19.170341285447815,1.0,2.833331857,2.833331857,0,0,0.0,False,True,True,False,False
92,379,379,1,0,198.821,148.09259719868277,148.09259719868277,50.72840280131723,1.342545162694793,1.0,3.497764347,3.497764347,0,0,0.0,False,False,True,False,False
93,380,381,2,1,252.145,229.39400716227647,229.4359594738663,22.750992837723544,1.09917867131389,1.0001828832065354,0.4595836586,0.4595836586,0,1,0.0,False,False,False,False,False
94,382,382,1,0,293.581,290.53111834254065,290.53111834254065,3.049881657459366,1.0104976075363588,1.0,1.157498368,1.157498368,0,0,0.0,False,False,True,False,False
95,383,383,1,0,233.326,219.98373098200494,219.98373098200491,13.34226901799505,1.0606511625129518,0.9999999999999999,3.079892217,3.079892217,0,0,0.0,False,False,True,False,False
96,384,384,1,0,208.305,201.61182511209336,201.61182511209336,6.69317488790665,1.0331983249702013,1.0,3.824018132,3.824018132,0,0,0.0,False,False,True,False,False
97,385,385,1,0,13.862,13.559277008549438,13.559277008549438,0.3027229914505618,1.02232589475528,1.0,2.096372807,2.096372807,0,0,0.0,False,False,True,False,False
98,386,386,1,0,234.909,218.20379474230484,218.20379474230484,16.705205257695155,1.0765578127430082,1.0,1.227059923,1.227059923,0,0,0.0,False,False,True,False,False
99,387,387,1,0,259.638,235.22251338884288,235.22251338884288,24.415486611157093,1.1037974055263844,1.0,1.233564297,1.233564297,0,0,0.0,False,False,True,False,False
100,388,388,1,0,253.769,242.8463270672346,242.8463270672346,10.922672932765408,1.0449777151858728,1.0,1.736035642,1.736035642,0,0,0.0,False,False,True,False,False
101,389,389,1,0,239.354,229.2798076936262,229.2798076936262,10.074192306373817,1.0439384192080072,1.0,0.8867275445,0.8867275445,0,0,0.0,False,False,True,False,False
102,394,394,1,0,128.812,128.51542682942952,128.51542682942952,0.2965731705704968,1.0023076853719992,1.0,1.128377234,1.128377234,0,0,0.0,False,False,True,False,False
103,395,395,1,0,197.61,195.87054802796845,195.87054802796848,1.73945197203156,1.0088806203359537,1.0000000000000002,3.585232583,3.585232583,0,0,0.0,False,False,True,False,False
104,396,396,1,0,158.2,156.73783529207373,156.73783529207373,1.462164707926263,1.0093287284796397,1.0,3.01526186,3.01526186,0,0,0.0,False,False,True,False,False
105,397,397,1,0,66.563,56.72737096835157,56.72737096835157,9.83562903164843,1.1733841858656868,1.0,1.065651215,1.065651215,0,0,0.0,False,False,True,False,False
106,398,398,1,0,229.615,165.1175378239609,165.1175378239609,64.49746217603911,1.3906154550633059,1.0,1.243275393,1.243275393,0,0,0.0,False,False,True,False,False
107,399,399,1,0,214.092,212.9930628403345,212.9930628403345,1.0989371596655246,1.0051594974268685,1.0,1.583983322,1.583983322,0,0,0.0,False,False,True,False,False
108,400,400,1,0,212.418,208.706248035312,208.706248035312,3.7117519646880055,1.0177845752085966,1.0,2.86818446,2.86818446,0,0,0.0,False,False,True,False,False
109,401,401,1,0,179.562,177.055930217104,177.055930217104,2.50606978289602,1.0141541137866612,1.0,2.523996522,2.523996522,0,0,0.0,False,False,True,False,False
110,402,402,1,0,180.35,177.36242142252104,177.36242142252104,2.9875785774789563,1.0168444846068143,1.0,3.918036501,3.918036501,0,0,0.0,False,False,True,False,False
111,404,404,1,0,253.493,250.51445263112552,250.51445263112552,2.978547368874473,1.0118897226790355,1.0,0.5117846251,0.5117846251,0,0,0.0,False,False,True,False,False
112,405,405,1,0,264.539,259.91113698713076,259.9111369871308,4.627863012869227,1.017805558724859,1.0000000000000002,1.802108821,1.802108821,0,0,0.0,False,False,True,False,False
113,407,407,1,0,206.426,205.6640960429017,205.6640960429017,0.7619039570982977,1.003704603631639,1.0,0.7770018661,0.7770018661,0,0,0.0,False,False,True,False,False
114,408,408,1,0,269.772,266.6765768864957,266.6765768864957,3.095423113504296,1.0116074053058728,1.0,0.7491494862,0.7491494862,0,0,0.0,False,False,True,False,False
115,409,409,2,1,213.761,209.0607417232913,209.06552376457415,4.700258276708695,1.0224827398868117,1.000022873932444,0.83116403985,0.8553735277,0,1,0.0,False,False,False,False,False
116,413,413,4,3,144.901,114.80553861665075,148.7786804702444,30.09546138334926,1.2621429396698496,1.295919014561083,0.770431513025,0.9617615599,0,3,0.0,False,False,False,False,True
117,414,414,2,1,161.86,158.16018480319914,159.48307686227258,3.69981519680087,1.023392835569866,1.0083642546366491,0.9229357219500001,1.221951486,0,1,0.0,False,False,False,False,False
118,415,415,1,0,160.974,158.04442212258184,158.04442212258184,2.9295778774181542,1.0185364205713374,1.0,5.406558367,5.406558367,0,0,0.0,False,False,True,False,False
119,416,416,1,0,69.665,68.21463375236932,68.21463375236932,1.450366247630683,1.02126180509736,1.0,6.066844493,6.066844493,0,0,0.0,False,False,True,False,False
120,418,418,1,0,159.715,157.68524535330968,157.68524535330968,2.0297546466903214,1.0128721913210235,1.0,7.063907171,7.063907171,0,0,0.0,False,False,True,False,False
121,419,419,1,0,50.626,27.440712126083145,27.440712126083145,23.185287873916852,1.8449229658248776,1.0,6.626554969,6.626554969,0,0,0.0,False,False,True,False,False
122,420,420,1,0,65.976,63.422761371449106,63.42276137144911,2.5532386285508935,1.0402574497442219,1.0000000000000002,0.6335365279,0.6335365279,0,0,0.0,False,False,True,False,False
123,421,421,1,0,42.144,40.00446636312305,40.00446636312305,2.1395336368769478,1.0534823691298933,1.0,4.237169815,4.237169815,0,0,0.0,False,False,True,False,False
124,422,422,1,0,5.312,4.271173140879588,4.271173140879589,1.0408268591204122,1.2436864123251319,1.0000000000000002,4.225657913,4.225657913,0,0,0.0,False,True,True,False,False
125,426,426,1,0,144.752,115.63731885960614,115.63731885960614,29.11468114039387,1.251775823129743,1.0,6.802178151,6.802178151,0,0,0.0,False,False,True,False,False
126,427,427,1,0,74.285,60.58684551045123,60.58684551045123,13.69815448954877,1.2260912310938161,1.0,6.991305316,6.991305316,0,0,0.0,False,False,True,False,False
127,428,428,1,0,121.228,101.24562908128726,101.24562908128726,19.982370918712732,1.1973652699877981,1.0,1.835844073,1.835844073,0,0,0.0,False,False,True,False,False
128,430,430,1,0,0.084,0.07499999995343387,0.0749999999534338,0.009000000046566134,1.1200000006953876,0.9999999999999991,1.50600664,1.50600664,0,0,0.0,False,True,True,False,False
129,432,432,1,0,172.185,149.1960288811903,149.1960288811903,22.9889711188097,1.1540856770197052,1.0,0.223920694,0.223920694,0,0,0.0,False,False,True,False,False
130,433,433,4,3,83.747,67.4725515230406,82.85856446916615,16.274448476959407,1.2412010233732156,1.22803366107878,1.1165966038000001,1.583001359,0,3,0.0,False,False,False,False,False
131,434,434,3,2,28.695,27.581311154488652,28.535625978342136,1.1136888455113478,1.0403783866282985,1.0346000528585522,1.1364682510000002,1.189241046,0,2,0.0,False,False,False,False,False
132,436,436,1,0,112.224,111.24487825511774,111.24487825511774,0.9791217448822636,1.0088014995408314,1.0,1.894098906,1.894098906,0,0,0.0,False,False,True,False,False
133,437,437,1,0,69.543,68.29197110207572,68.29197110207572,1.2510288979242858,1.0183188283737539,1.0,5.537217115,5.537217115,0,0,0.0,False,False,True,False,False
134,439,439,2,1,19.148,18.650894026634017,18.66818692656891,0.49710597336598283,1.0266531981070774,1.000927188793749,5.0805183505,5.49806451,0,1,0.0,False,False,False,False,False
135,441,441,4,3,34.375,23.38576115936509,33.379352775539544,10.989238840634911,1.4699115314548634,1.4273365980295412,12.534276980000001,13.59077596,0,3,0.0,False,False,False,False,False
136,443,443,2,1,66.608,62.917919498034976,62.942781523962196,3.690080501965028,1.0586491182703566,1.0003951501595343,11.686409300000001,11.89831915,0,1,0.0,False,False,False,False,False
137,448,448,2,1,67.456,63.80459176262014,65.55881942138686,3.6514082373798615,1.0572279852673399,1.027493752570241,11.748217665,12.30820175,0,1,0.0,False,False,False,False,False
138,449,449,1,0,8.27,4.342959935305996,4.342959935305996,3.927040064694004,1.9042312439424594,1.0,10.90209618,10.90209618,0,0,0.0,False,True,True,False,False
139,455,455,1,0,22.841,22.606914893411027,22.606914893411027,0.2340851065889744,1.0103545799014442,1.0,13.88963348,13.88963348,0,0,0.0,False,False,True,False,False
140,456,456,2,1,18.569,14.49669703769773,16.864302538950305,4.072302962302269,1.2809124693516396,1.1633203408401078,16.95321598,17.95641617,0,1,0.0,False,False,False,False,False
141,460,460,2,1,40.664,37.25272781998601,37.27531182190396,3.411272180013988,1.0915710708890383,1.000606237535868,7.449239134,10.22820063,0,1,0.0,False,False,False,False,False
142,461,461,2,1,17.566,10.917032655326528,11.296927831849974,6.648967344673471,1.6090452923056315,1.034798391515124,6.2785677545,9.250994246,0,1,0.0,False,False,False,False,False
143,464,464,2,1,15.539,9.553192555310176,14.652936418048846,5.985807444689824,1.6265766559224843,1.5338261354214995,10.8388364365,12.31811253,0,1,0.0,False,False,False,False,False
144,474,474,1,0,15.122,6.137819319319457,6.137819319319457,8.984180680680543,2.4637414712423764,1.0,16.01715288,16.01715288,0,0,0.0,False,False,True,False,False
145,477,477,1,0,11.166,4.467933862609984,4.467933862609984,6.6980661373900166,2.4991417382971917,1.0,13.94828827,13.94828827,0,0,0.0,False,True,True,False,False
146,501,501,2,1,19.096,16.982187638412306,17.41290867229949,2.1138123615876943,1.1244723239782386,1.0253631065124336,9.1445577315,9.444964765,0,1,0.0,False,False,False,False,False
147,502,502,1,0,3.761,3.204058832390541,3.204058832390541,0.5569411676094593,1.173823639559679,1.0,14.35763497,14.35763497,0,0,0.0,False,True,True,False,False
148,535,535,1,0,84.949,80.80945410631362,80.80945410631364,4.139545893686375,1.0512260098705821,1.0000000000000002,5.775480295,5.775480295,0,0,0.0,False,False,True,False,False
149,536,536,1,0,72.446,70.64730164070008,70.64730164070008,1.7986983592999195,1.0254602556294052,1.0,8.45925125,8.45925125,0,0,0.0,False,False,True,False,False
150,537,537,1,0,15.452,15.31077558363579,15.31077558363579,0.14122441636421001,1.0092238577721138,1.0,8.521694464,8.521694464,0,0,0.0,False,False,True,False,False
151,538,538,2,1,91.539,82.67338377604116,84.77388598551082,8.865616223958838,1.1072366439962762,1.0254072364469782,9.239138595,15.90936488,1,0,0.5,False,False,False,False,False
152,539,539,1,0,99.417,98.72219023605908,98.72219023605908,0.6948097639409241,1.007038030277484,1.0,1.002462612,1.002462612,0,0,0.0,False,False,True,False,False
153,541,541,1,0,106.716,106.19206950146068,106.19206950146068,0.5239304985393147,1.0049338006218262,1.0,2.068606071,2.068606071,0,0,0.0,False,False,True,False,False
154,542,542,1,0,133.67,130.7458348093795,130.7458348093795,2.9241651906204993,1.0223652645981707,1.0,0.2493736879,0.2493736879,0,0,0.0,False,False,True,False,False
155,543,543,1,0,142.961,106.98169391969205,106.98169391969203,35.979306080307964,1.3363127350303179,0.9999999999999999,5.122582455,5.122582455,0,0,0.0,False,False,True,False,False
156,548,548,1,0,15.772,13.426800252158175,13.426800252158175,2.345199747841825,1.1746655721242942,1.0,12.16204953,12.16204953,0,0,0.0,False,False,True,False,False
157,551,551,1,0,0.453,0.45339827940230587,0.4533982794023058,-0.0003982794023058567,0.9991215683420085,0.9999999999999999,10.4064562,10.4064562,0,0,0.0,False,True,True,False,False
158,555,555,2,1,219.887,167.28011388384087,167.469667267619,52.60688611615913,1.31448380141999,1.0011331495380842,5.531938949000001,8.062102181,1,0,0.5,False,False,False,False,False
159,556,556,2,1,43.824,30.68109060961834,33.72958157169184,13.142909390381657,1.4283716494178806,1.0993605801326312,5.5850516085,7.966724168,0,1,0.0,False,False,False,False,False
160,557,557,1,0,6.047,3.165676073307382,3.165676073307382,2.881323926692618,1.9101764867819582,1.0,2.276055355,2.276055355,0,0,0.0,False,True,True,False,False
161,565,565,1,0,1.038,1.0289917395931412,1.0289917395931412,0.00900826040685887,1.0087544535687145,1.0,4.401397193,4.401397193,0,0,0.0,False,True,True,False,False
162,592,592,2,1,39.583,38.12953291101115,38.47030244992542,1.4534670889888517,1.0381191947035133,1.0089371548219481,6.1453729455,6.42137587,0,1,0.0,False,False,False,False,False
163,593,593,1,0,5.277,4.488617827294895,4.488617827294895,0.7883821727051048,1.1756402979801535,1.0,5.765204751,5.765204751,0,0,0.0,False,True,True,False,False
164,606,606,1,0,208.5,176.41570560443805,176.41570560443805,32.084294395561955,1.1818675626732569,1.0,7.931175635,7.931175635,0,0,0.0,False,False,True,False,False
165,609,609,1,0,12.206,6.646700309135061,6.64670030913506,5.559299690864939,1.8363999326439278,0.9999999999999999,5.372707308,5.372707308,0,0,0.0,False,False,True,False,False
166,629,629,4,3,205.442,175.49788904989364,195.034496466133,29.944110950106364,1.170623767113195,1.1113210393697963,7.77468677975,12.7643016,0,3,0.0,False,False,False,False,False
167,632,632,4,3,23.319,20.139345197894492,23.15673699837833,3.1796548021055067,1.1578827300918368,1.1498257153265985,8.2216576605,13.13865768,2,1,0.5,False,False,False,False,False
168,641,641,2,1,103.517,83.1894907124408,84.22088385192171,20.327509287559195,1.2443518900461217,1.0123981182075763,5.142387675,5.158866298,0,1,0.0,False,False,False,False,False
169,645,645,1,0,65.976,62.63360459867274,62.63360459867274,3.342395401327259,1.0533642510716696,1.0,8.191312298,8.191312298,0,0,0.0,False,False,True,False,False
170,646,646,1,0,141.959,101.62881792565484,101.62881792565484,40.33018207434516,1.3968380514260055,1.0,2.88001536,2.88001536,0,0,0.0,False,False,True,False,False
171,647,647,1,0,70.987,57.13964831006203,57.13964831006204,13.847351689937966,1.242342263200446,1.0000000000000002,3.82151117,3.82151117,0,0,0.0,False,False,True,False,False
172,648,648,1,0,150.016,140.70958981549234,140.70958981549234,9.306410184507655,1.0661391323555902,1.0,1.592459634,1.592459634,0,0,0.0,False,False,True,False,False
173,652,652,2,1,36.472,31.850780790706402,33.754310527354455,4.621219209293599,1.145089667963242,1.0597639897482034,1.3204482725,1.415306765,0,1,0.0,False,False,False,False,False
174,654,654,2,1,10.338,7.967362487339841,10.330241446207292,2.370637512660158,1.2975435743543873,1.296569782361738,1.04068482035,1.475225136,0,1,0.0,False,False,False,False,False
175,658,658,2,1,17.851,14.63024692193278,16.543217967065964,3.2207530780672187,1.2201434531661157,1.1307545289796423,0.9335457568500001,0.9736688203,0,1,0.0,False,False,False,False,False
176,663,663,3,2,8.425,5.78857529967617,8.342903984326849,2.636424700323831,1.4554531234086772,1.4412707017551583,0.7191045344,0.9447529858,0,2,0.0,False,False,False,False,False
177,667,667,2,1,10.003,7.285449883095818,9.994227073977171,2.7175501169041825,1.373010611631496,1.3718064408302963,0.7619209461,0.8539620432,0,1,0.0,False,False,False,False,False
178,670,670,2,1,7.979,5.845792504000643,7.937486042222783,2.1332074959993568,1.364913310648551,1.357811799989593,0.58522897705,0.9031027484,0,1,0.0,False,False,False,False,False
179,674,674,2,1,8.394,7.2624184680482236,8.376999534821895,1.1315815319517766,1.1558133198920288,1.1534724378218342,0.9237559828999999,1.21252889,0,1,0.0,False,False,False,False,False
180,678,678,3,2,21.786,18.983091686779353,21.71355586106977,2.802908313220648,1.1476528881316375,1.143836642594527,0.6241764733333333,0.982627128,0,2,0.0,False,False,False,False,False
181,681,681,2,1,15.834,6.482781193626245,11.814467044293922,9.351218806373755,2.4424702187338525,1.8224380387710286,0.77016781215,0.903807525,0,1,0.0,False,False,False,False,False
182,684,684,2,1,20.644,19.724290050706387,19.85988959432574,0.9197099492936118,1.0466282916611578,1.0068747490160994,0.9279513264,1.191548947,0,1,0.0,False,False,False,False,False
183,686,686,1,0,0.402,0.401966416481124,0.401966416481124,3.358351887600142e-05,1.0000835480714285,1.0,1.202302434,1.202302434,0,0,0.0,False,True,True,False,False
184,693,693,3,2,47.779,47.68604430018084,47.739751776387735,0.0929556998191643,1.001949327128793,1.001126272413556,0.8725446494333333,1.02790839,1,1,0.3333333333333333,False,False,False,False,False
185,694,694,1,0,184.649,181.62608959341034,181.62608959341037,3.0229104065896593,1.0166435913109002,1.0000000000000002,5.534029483,5.534029483,0,0,0.0,False,False,True,False,False
186,695,695,1,0,10.105,9.98029142881647,9.98029142881647,0.12470857118353074,1.0124954839318074,1.0,6.447288381,6.447288381,0,0,0.0,False,False,True,False,False
187,698,698,2,1,44.15,35.15433407142926,35.612469394385535,8.995665928570737,1.255890665153624,1.0130321149598625,15.101415815,17.36191052,1,0,0.5,False,False,False,False,False
188,700,700,1,0,12.869,10.89900752349121,10.89900752349121,1.9699924765087893,1.1807497125093969,1.0,20.33445677,20.33445677,0,0,0.0,False,False,True,False,False
189,702,702,1,0,8.497,7.34644254034186,7.34644254034186,1.15055745965814,1.1566142324451638,1.0,10.52297127,10.52297127,0,0,0.0,False,False,True,False,False
190,706,706,1,0,1.35,0.2537341125932181,0.2537341125932181,1.096265887406782,5.320530165229677,1.0,10.73257387,10.73257387,0,0,0.0,False,True,True,False,False
191,707,707,2,1,36.013,28.40283260575089,30.389453216926768,7.610167394249107,1.2679369167111956,1.0699444537364078,8.5614440975,8.925301375,0,1,0.0,False,False,False,False,False
192,708,708,1,0,185.638,169.803587491013,169.803587491013,15.834412508987015,1.0932513425832364,1.0,9.505865997,9.505865997,0,0,0.0,False,False,True,False,False
193,709,709,1,0,202.282,188.8830674918266,188.8830674918266,13.398932508173402,1.0709377112840102,1.0,6.451349791,6.451349791,0,0,0.0,False,False,True,False,False
194,713,713,1,0,173.228,148.10797613896023,148.10797613896025,25.120023861039783,1.1696061516462237,1.0000000000000002,4.398041151,4.398041151,0,0,0.0,False,False,True,False,False
195,714,714,1,0,159.436,120.09453112026033,120.09453112026031,39.34146887973968,1.327587513875581,0.9999999999999999,2.352755927,2.352755927,0,0,0.0,False,False,True,False,False
196,715,715,1,0,190.753,187.87939442638802,187.879394426388,2.873605573611968,1.015294948029747,0.9999999999999999,1.33929169,1.33929169,0,0,0.0,False,False,True,False,False
197,716,716,1,0,182.046,176.22446337839943,176.22446337839943,5.821536621600558,1.0330347813804954,1.0,3.822425566,3.822425566,0,0,0.0,False,False,True,False,False
198,717,717,1,0,216.521,194.32655571990705,194.32655571990705,22.194444280092938,1.1142121013665418,1.0,5.985906749,5.985906749,0,0,0.0,False,False,True,False,False
199,718,718,1,0,198.891,196.77917816670794,196.77917816670796,2.111821833292055,1.0107319374588655,1.0000000000000002,6.680480723,6.680480723,0,0,0.0,False,False,True,False,False
200,719,719,1,0,216.478,210.31432066386316,210.3143206638632,6.163679336136852,1.0293069883053185,1.0000000000000002,8.122242732,8.122242732,0,0,0.0,False,False,True,False,False
201,721,721,1,0,134.402,77.24775842033995,77.24775842033995,57.15424157966004,1.7398822017418032,1.0,9.490070399,9.490070399,0,0,0.0,False,False,True,False,False
202,726,726,1,0,0.0,0.0,0.0,0.0,,,9.567186664,9.567186664,0,0,0.0,True,True,True,False,False
203,727,727,1,0,0.0,0.0,0.0,0.0,,,9.455582916,9.455582916,0,0,0.0,True,True,True,False,False
204,731,731,2,1,287.519,194.28627412463635,210.07083919924432,93.23272587536366,1.4798729415931566,1.0812438508367401,2.7830287370000004,3.498006773,0,1,0.0,False,False,False,False,False
205,732,732,1,0,291.459,205.32515391938068,205.32515391938068,86.13384608061932,1.4194997273175751,1.0,1.543011373,1.543011373,0,0,0.0,False,False,True,False,False
206,736,736,3,2,21.395,19.434086265878825,20.87800957217525,1.9609137341211742,1.100900742504371,1.0742984921720544,3.8067418563333333,4.538719071,1,1,0.3333333333333333,False,False,False,False,False
207,753,753,1,0,328.667,263.0928520822914,263.0928520822914,65.57414791770856,1.2492433655977775,1.0,7.493204789,7.493204789,0,0,0.0,False,False,True,False,False
208,755,755,2,1,130.694,122.99220886331639,124.9291924151712,7.701791136683596,1.0626201546249385,1.0157488313264413,8.255109884500001,9.142044517,0,1,0.0,False,False,False,False,False
209,759,759,1,0,218.828,197.9974638722784,197.9974638722784,20.830536127721615,1.1052060754735662,1.0,1.83174138,1.83174138,0,0,0.0,False,False,True,False,False
