sol,easting,northing,dist_m,tilt,final,straight_line
1143,4346882.924,1095977.356,41.299,7.594691884,y,34.13224922303875
1144,4346853.518,1095996.731,0.0,3.887305746,m,35.215102739736594
1144,4346849.145,1095999.502,52.112,2.751605944,y,5.177023276583737
1145,4346822.623,1096001.16,0.0,11.56566778,m,26.573773687473967
1145,4346815.761,1096005.533,0.0,11.05492976,m,8.136963376931499
1145,4346811.237,1096007.927,42.253,14.49315934,y,5.118379821895981
1148,4346783.509,1096019.367,0.0,14.41240517,m,29.9952593589497
1148,4346779.588,1096022.712,39.445,14.36281608,y,5.153956343743201
1150,4346774.941,1096031.288,16.461,14.55202175,y,9.754095806663322
1154,4346775.349,1096031.309,0.408,17.88214516,y,0.40854008446165335
1156,4346760.521,1096036.65,16.849,15.6963061,y,15.760579463340363
1157,4346750.691,1096045.942,14.196,14.18360621,y,13.526646443369565
1158,4346731.058,1096065.383,0.0,10.51090813,m,27.629823922231186
1158,4346727.524,1096069.124,33.542,11.44183078,y,5.146283804946186
1159,4346721.727,1096079.971,0.0,11.18422046,m,12.298886860173186
1159,4346721.902,1096084.904,22.141,6.208397379,y,4.936103119045023
1162,4346799.493,1096231.342,200.053,4.208922432,y,165.72402096545366
1168,4346794.851,1096257.511,0.0,1.952958703,i,26.577522928212073
1168,4346787.147,1096349.136,128.866,5.265130116,y,91.94831287739119
1170,4346729.439,1096327.196,0.0,1.896902007,i,61.737969386394724
1170,4346670.464,1096314.985,128.801,1.344895039,y,60.22590095684179
1171,4346478.947,1096297.457,193.911,0.3642571888,y,192.31742529735303
1174,4346364.018,1096285.603,120.175,2.993351398,y,115.53870501652256
1175,4346230.88,1096297.759,139.235,6.081789094,y,133.69179249331683
1176,4346225.658,1096320.79,0.0,4.814641471,m,23.615593259514206
1176,4346225.027,1096325.643,30.012,2.615569771,y,4.893850222367151
1177,4346227.92,1096344.989,0.0,1.356020467,m,19.561113593202364
1177,4346226.544,1096351.473,30.985,2.346973081,y,6.628395884348941
1182,4346312.143,1096414.854,114.764,10.11258955,y,106.50981157655953
1183,4346310.116,1096424.721,16.212,14.30503998,y,10.073054055059956
1185,4346303.443,1096427.896,0.0,13.23405196,m,7.38982773857849
1185,4346302.586,1096431.911,12.857,14.80409447,y,4.105444434014278
1189,4346298.33,1096427.42,0.0,10.42659546,m,6.187294804826464
1189,4346299.612,1096430.671,10.72,12.22523791,y,3.494642327933863
1195,4346299.499,1096430.337,0.353,12.41078105,y,0.35259750424184594
1204,4346299.249,1096439.515,16.023,12.33239033,y,9.181404249735419
1206,4346306.466,1096435.335,0.0,10.89336721,m,8.34011324875364
1206,4346315.894,1096436.396,23.815,10.27130829,y,9.487513109647457
1210,4346307.397,1096434.535,0.0,8.346613004,m,8.69840962518983
1210,4346302.736,1096432.795,14.816,17.01038714,y,4.975190549404583
1219,4346218.797,1096343.934,132.516,1.060930275,y,122.23760895031809
1220,4346220.192,1096303.093,41.009,3.777581319,y,40.864817459288275
1224,4346223.502,1096274.685,0.0,0.836192156,i,28.600184684832396
1224,4346192.953,1096166.932,163.364,3.515928033,y,111.99977861603622
1226,4346072.369,1096190.274,131.564,3.698812124,y,122.82243288564578
1227,4346067.261,1096169.731,22.988,6.152726305,y,21.168526472163293
1230,4346069.334,1096101.975,75.852,8.700339396,y,67.78770437900172
1231,4346072.143,1096104.736,7.782,7.455596644,y,3.93873101413133
1244,4346063.076,1096056.732,83.979,7.881955017,y,48.852784004520906
1245,4346048.863,1096053.5,36.389,10.92348486,y,14.575842789129307
1246,4346006.384,1096009.199,96.002,13.8345733,y,61.376249820448244
1247,4345965.508,1095949.716,81.698,16.60355259,y,72.173919561973
1250,4345947.563,1095924.96,48.206,15.86993734,y,30.57584930976208
1251,4345932.03,1095898.385,31.491,17.21981652,y,30.781564515014015
1252,4345919.778,1095858.277,50.837,17.76421437,y,41.93761042320641
1253,4345919.273,1095855.189,3.158,16.63548412,y,3.1290204537231934
1254,4345926.403,1095859.462,0.0,17.86381893,m,8.312366028922714
1254,4345927.728,1095854.587,17.606,18.82910838,y,5.051856094594699
1264,4345913.293,1095825.218,36.294,17.69429141,y,32.7247213282557
1265,4346011.427,1095780.039,121.603,13.62522443,y,108.03436488963632
1266,4346023.566,1095766.555,0.0,12.76764758,i,18.143141320964848
1266,4346044.829,1095645.012,149.075,10.42099882,y,123.3888812574707
1268,4346025.621,1095482.785,165.899,13.14088272,y,163.3601750520824
1270,4346032.218,1095393.556,91.321,13.24126402,y,89.47253684772947
1271,4346040.126,1095313.326,81.706,11.6177986,y,80.61879039052586
1274,4345965.583,1095191.026,154.965,15.23460334,y,143.22691384315067
1278,4345987.355,1095039.78,179.827,10.77564607,y,152.80501464300286
1279,4345987.355,1095039.78,0.0,10.77564607,y,0.0
1280,4345962.794,1095017.915,0.0,14.66663301,m,32.88344486262447
1280,4345960.23,1095013.938,44.663,16.2522314,y,4.731873307277935
1281,4345960.211,1095007.661,0.0,15.60862268,m,6.277028755712018
1281,4345955.235,1095006.323,14.084,18.27123517,y,5.152748780786227
1283,4346026.281,1094913.32,146.395,13.68793602,y,117.03457662168712
1284,4346000.503,1094899.164,29.823,14.46280874,y,29.409141776723068
1285,4345966.149,1094910.03,38.895,14.94700732,y,36.03147612787691
1286,4345946.761,1094908.673,21.532,14.93442414,y,19.43543138215892
1288,4345908.769,1094906.6,60.63,13.57300693,y,38.04851367623367
1292,4345844.396,1094886.987,68.448,14.76398626,y,67.29452353708093
1293,4345737.384,1094835.15,125.631,13.71404467,y,118.90602471291483
1294,4345723.548,1094843.689,20.297,18.28429985,y,16.258825817984107
1295,4345713.897,1094822.446,36.49,17.0197926,y,23.332527724425113
1298,4345628.656,1094757.226,121.255,11.05305003,y,107.32975580380136
1299,4345618.1,1094744.464,17.059,11.30015739,y,16.561937689156213
1301,4345621.404,1094747.815,0.0,10.97429789,m,4.705912982967704
1301,4345619.005,1094767.339,0.0,17.55843342,m,19.670835696534485
1301,4345619.985,1094772.098,31.929,16.87210342,y,4.858855935466783
1302,4345620.424,1094772.668,7.602,17.70197593,y,0.7194588240285134
1305,4345529.467,1094667.745,174.724,9.472845402,y,138.85968377428205
1307,4345514.057,1094680.45,0.0,12.39522349,m,19.972108676866583
1307,4345510.54,1094676.845,27.358,17.34295712,y,5.036398911902561
1308,4345514.471,1094683.204,0.0,12.00054897,m,7.475937533056565
1308,4345508.667,1094682.78,13.448,18.36505231,y,5.819466641758361
1311,4345545.867,1094728.216,61.954,7.922532554,y,58.721972854659626
1313,4345547.813,1094732.829,10.722,9.417743546,y,5.006664059115161
1318,4345509.995,1094647.953,98.125,9.654824022,y,92.92005434773512
1320,4345505.315,1094671.039,0.0,12.62939739,m,23.555589485365434
1320,4345503.774,1094675.785,28.987,14.14407696,y,4.989909518099162
1321,4345501.498,1094679.852,7.076,20.09660439,y,4.660543423546233
1322,4345493.313,1094561.45,123.207,5.971849435,y,118.6845728348623
1324,4345493.84,1094541.996,0.0,5.999576965,m,19.461136785816958
1324,4345405.98,1094501.148,117.774,9.83811856,y,96.89137579730773
1326,4345396.23,1094500.539,0.0,9.092993251,i,9.769001023642343
1326,4345315.104,1094480.62,95.437,10.61723579,y,83.53558784749391
1327,4345306.819,1094483.372,9.082,11.52731294,y,8.730104753192283
1332,4345264.453,1094510.008,77.088,2.026240873,y,50.04352557553927
1333,4345264.128,1094513.811,10.427,2.268031634,y,3.8168618000490397
1338,4345152.521,1094398.715,172.367,10.02795058,y,160.3222120136283
1339,4345127.884,1094382.862,29.303,7.309157703,y,29.296746884405433
1342,4345084.793,1094375.623,44.217,7.879246482,y,43.69482122634383
1343,4345084.793,1094375.623,0.0,7.879246482,y,0.0
1347,4344926.377,1094334.02,173.481,9.208878838,y,163.78778545654498
1348,4344776.273,1094297.978,165.171,11.78420066,y,154.3704524191548
1349,4344586.302,1094216.015,212.872,11.03014173,y,206.8983185285984
1351,4344454.577,1094174.317,139.866,11.07835872,y,138.1672856689868
1354,4344241.382,1094064.378,246.523,9.064217072,y,239.87224046507097
1358,4344173.371,1094148.076,110.128,1.492777916,y,107.84642472037817
1359,4344038.122,1094136.954,151.389,12.48777764,y,135.70553004559204
1362,4344025.586,1094219.974,86.704,15.12652673,y,83.96113205532032
1363,4344028.305,1094238.344,0.0,14.48122099,m,18.570133575227633
1363,4344028.433,1094243.367,24.706,17.91752418,y,5.024630633248077
1380,4343901.477,1094210.85,135.556,12.06015994,y,131.05411563571764
1381,4343897.858,1094203.14,0.0,12.59572323,m,8.51711576783117
1381,4343901.986,1094200.727,16.389,13.36105253,y,4.781522037603939
1397,4344022.749,1094244.63,138.557,13.57271944,y,128.49581930187026
1400,4344028.781,1094243.688,10.703,16.7318264,y,6.105111629342732
1403,4344026.557,1094239.475,0.0,14.10639992,m,4.763984152121233
1403,4344024.606,1094243.971,11.814,11.50391962,y,4.901062843879683
1407,4344039.373,1094142.61,106.182,10.21947164,y,102.43103343205797
1408,4344036.378,1094136.932,10.847,11.83664741,y,6.419478873046812
1411,4344039.255,1094134.215,9.981,12.95613623,y,3.9571729810045935
1415,4344024.399,1094240.493,109.54,11.39601425,y,107.3112949319699
1416,4344023.079,1094247.807,17.999,13.23864996,y,7.432159578546299
1429,4343853.296,1094223.442,177.932,14.60714279,y,171.5223609735443
1431,4343717.029,1094294.34,158.346,16.93847987,y,153.60736210548083
1435,4343677.821,1094313.303,44.142,15.60401397,y,43.552986498872244
1445,4343673.414,1094314.585,6.449,16.17426276,y,4.58968114414347
1451,4343638.782,1094343.125,45.834,15.02722568,y,44.87657544885853
1452,4343636.473,1094349.572,7.102,11.38947757,y,6.848013580332184
1454,4343630.896,1094347.532,6.084,17.20998184,y,5.938394480487648
1461,4343634.918,1094347.527,4.137,12.03387326,y,4.022003107785966
1463,4343634.706,1094349.963,2.465,10.38927019,y,2.4452075575837724
1468,4343670.375,1094282.049,82.071,16.14854545,y,76.71107453924621
1470,4343623.042,1094263.387,51.669,15.39878911,y,50.879103106932384
1472,4343608.575,1094263.594,14.479,15.13234214,y,14.46848084648653
1477,4343641.577,1094340.076,92.554,14.36951713,y,83.2984293245451
1478,4343645.488,1094343.111,9.148,13.46027535,y,4.9504692710239295
1502,4343518.292,1094257.807,166.752,12.07832781,y,153.15219499530926
1503,4343423.551,1094240.841,96.499,13.16595921,y,96.24812848608494
1509,4343508.377,1094049.523,228.352,10.20074535,y,209.27978258792226
1510,4343523.532,1093861.388,191.225,12.89125315,y,188.74440985094944
1511,4343529.904,1093850.152,0.0,13.44525562,m,12.917046102199818
1511,4343461.101,1093776.857,114.597,8.964035428,y,100.52865180649302
1512,4343365.945,1093765.395,96.182,6.321511668,y,95.84384059450511
1518,4343457.105,1093773.615,92.631,8.659251106,y,91.52985305367156
1519,4343591.148,1093796.633,136.657,16.84113885,y,136.00497848567392
1520,4343606.058,1093867.137,73.894,20.23972363,y,72.0633201846212
1523,4343537.934,1093851.849,91.552,13.58054344,y,69.81835231501114
1524,4343532.423,1093849.654,8.422,13.23132446,y,5.932043998370807
1540,4343519.272,1094247.722,405.493,11.45557541,y,398.2851760045688
1542,4343516.596,1094255.601,9.96,12.13516954,y,8.321034611104876
1549,4343606.058,1094266.233,96.168,14.88423272,y,90.09155825076861
1551,4343605.568,1094265.291,4.537,14.43956897,y,1.0618210773443617
1556,4343457.218,1094217.127,158.487,9.490343992,y,155.97273286019345
1558,4343447.51,1094196.467,23.255,6.723558428,y,22.827195710755873
1560,4343457.548,1094179.322,27.401,13.89234185,y,19.867371970482218
1563,4343452.927,1094181.794,11.284,14.82690636,y,5.240651200268844
1570,4343455.262,1094183.229,0.0,12.96562959,m,2.740702464695211
1570,4343457.364,1094179.326,12.943,14.10328877,y,4.433036544075191
1576,4343438.387,1094167.369,0.0,13.85375817,i,22.429810030332153
1576,4343511.299,1093973.27,274.643,12.15185069,y,207.34170237775672
1577,4343612.43,1093796.84,241.828,18.63196405,y,203.35934711979075
1578,4343648.188,1093796.557,38.066,20.67652949,y,35.75911985811739
1579,4343648.528,1093796.859,2.753,19.48074995,y,0.4547570778377674
1584,4343644.31,1093783.092,21.591,20.12089649,y,14.39867400154216
1590,4343656.181,1093779.553,16.264,20.5108481,y,12.387298414329434
1592,4343538.254,1093685.219,152.609,8.815432965,y,151.01549882392655
1593,4343515.898,1093663.313,31.381,11.09187965,y,31.29957782437137
1595,4343660.233,1093560.702,201.606,11.44210456,y,177.09209340339316
1597,4343816.501,1093412.166,232.171,9.277806247,y,215.59830964103753
1601,4343980.308,1093475.227,177.908,15.02136171,y,175.52613187217486
1606,4343997.443,1093472.362,0.0,14.85906853,m,17.37286533627331
1606,4344002.382,1093473.398,23.279,13.22198891,y,5.046485609074363
1608,4344005.671,1093474.737,6.624,12.28300845,y,3.551118415225313
1615,4344006.991,1093478.357,4.261,13.68168664,y,3.8531545519996877
1622,4343999.262,1093481.222,9.191,13.86356577,y,8.242916110474686
1627,4344007.17,1093465.82,0.0,13.42119581,m,17.313522691735187
1627,4344012.141,1093465.132,23.392,14.76101386,y,5.018384700194856
1629,4344017.028,1093469.157,7.216,15.34195601,y,6.3311447622266375
1635,4343999.206,1093481.147,22.356,13.84086069,y,21.47984599559484
1642,4344018.235,1093465.254,32.861,14.20922343,y,24.792948392812413
1646,4344022.91,1093504.372,0.0,15.22651772,m,39.39636466730871
1646,4344025.549,1093508.558,52.8,13.73698395,y,4.948425708976151
1647,4344026.519,1093511.316,0.0,15.51740758,m,2.923604624793261
1647,4344030.775,1093518.314,17.102,14.62471102,y,8.190576292246742
1661,4344032.881,1093554.802,0.0,17.33074998,m,36.54872610626858
1661,4344035.275,1093559.1,43.891,18.70401902,y,4.919760157072606
1662,4344034.623,1093562.751,5.491,17.01730524,y,3.7087605746030534
1668,4344030.949,1093527.749,0.0,15.43736308,m,35.19429328723306
1668,4344031.02,1093522.744,41.893,15.98522645,y,5.005503571184949
1669,4344029.738,1093518.134,6.089,14.88885514,y,4.784937198952469
1674,4343896.576,1093311.363,252.254,9.574048325,y,245.9397582436692
1675,4343881.838,1093286.548,0.0,10.34843167,i,28.861615841704914
1675,4343765.002,1093146.515,222.255,1.539253519,y,182.3729475142756
1676,4343742.816,1093138.352,24.853,12.55242853,y,23.640075402364353
1686,4343607.604,1092896.6,285.344,4.903029225,y,276.9951523903624
1687,4343543.664,1092669.868,254.759,11.99277867,y,235.57530308605578
1688,4343378.104,1092439.719,304.203,14.41775622,y,283.511332755594
1690,4343342.27,1092403.651,60.726,12.15088019,y,50.842661024480016
1698,4343197.35,1092351.199,155.113,12.22248211,y,154.12014373203615
1699,4343197.345,1092351.194,0.007,12.18054604,y,0.007071067818450922
1700,4343197.345,1092351.194,0.0,12.18054604,y,0.0
1701,4342939.085,1092333.57,259.592,10.51621836,y,258.86064393004733
1703,4342734.467,1092290.94,216.552,4.420491649,y,209.0115853820594
1704,4342731.978,1092307.777,0.0,3.627743475,m,17.01997914223872
1704,4342731.083,1092315.479,0.0,5.016319446,m,7.753826732756727
1704,4342729.264,1092320.202,30.28,4.751240011,y,5.061174764526725
1707,4342593.392,1092410.929,205.125,2.440922362,y,163.37866725221915
1709,4342445.853,1092297.483,238.815,7.582487423,y,186.11220120390223
1710,4342365.08,1092290.375,85.885,0.918643177,y,81.0851477954337
1756,4342214.204,1092416.962,200.238,5.116762185,y,196.9462767991923
1758,4342211.828,1092416.599,2.714,3.867114797,y,2.4035692211526216
1760,4342210.825,1092416.807,1.117,4.970334265,y,1.0243402750844255
1761,4342210.782,1092416.793,0.046,3.026459901,y,0.04522167671100301
1762,4342057.993,1092427.426,155.579,8.025613866,y,153.1585427260245
1765,4341946.117,1092256.852,206.054,3.358294815,y,203.9895312314931
1767,4341941.984,1092259.63,13.701,3.946976687,y,4.979856724351619
1775,4341923.167,1092279.647,0.0,8.641181974,m,27.472891693480914
1775,4341918.134,1092279.694,34.735,10.11850955,y,5.033219447585689
1779,4341906.645,1092280.825,0.0,9.113668313,m,11.544534724339806
1779,4341907.993,1092285.642,18.812,11.43846268,y,5.002058876202831
1781,4341898.785,1092296.861,17.722,9.675158791,y,14.513897649983488
1783,4341898.459,1092299.543,11.38,11.01561817,y,2.701740180029933
1790,4341894.772,1092293.554,0.0,10.03627349,m,7.032928977325848
1790,4341891.51,1092294.131,0.0,11.68683043,m,3.3126383745794516
1790,4341885.755,1092295.301,26.153,10.81652041,y,5.8727272198306055
1792,4341887.541,1092297.813,3.322,11.19329922,y,3.0821972684501895
1805,4341892.017,1092293.863,0.0,12.81462324,m,5.969679723369082
1805,4341893.959,1092295.296,10.451,10.36762817,y,2.4134732233448952
1812,4341898.492,1092291.742,11.578,9.191331154,y,5.760121960375956
1814,4341691.339,1092281.834,225.339,6.19426397,y,207.38981140107458
1815,4341491.245,1092453.256,268.01,7.130385923,y,263.482657721219
1817,4341419.879,1092530.331,105.418,6.542683064,y,105.04123752625975
1819,4341423.639,1092540.541,0.0,11.04636432,m,10.880335472978855
1819,4341418.352,1092539.457,20.429,9.317143385,y,5.39698295393924
1825,4341417.664,1092542.586,3.256,8.208377871,y,3.2037454642721968
1829,4341417.645,1092542.579,0.021,8.25261836,y,0.020248457026142894
1830,4341417.64,1092542.575,0.006,8.296860939,y,0.0064031241234015
1833,4341417.956,1092541.208,1.403,7.912615941,y,1.4030484667181922
1835,4341501.65,1092587.006,117.562,8.456430216,y,95.40514891774978
1840,4341516.556,1092581.854,0.0,7.558189488,m,15.771237744226521
1840,4341521.481,1092582.198,49.889,7.240092936,y,4.936999189608349
1842,4341530.986,1092581.911,0.0,7.747788766,m,9.509331942775049
1842,4341528.371,1092578.616,17.834,9.473995741,y,4.206572238455147
1849,4341514.242,1092625.656,50.177,5.219974231,y,49.11608943128547
1856,4341520.01,1092554.955,78.036,10.81287482,y,70.93589517998258
1859,4341544.45,1092526.004,0.0,10.35772916,m,37.88764971632345
1859,4341547.551,1092522.13,43.539,10.82985014,y,4.9622653092353035
1863,4341534.605,1092487.066,0.0,7.40346546,m,37.37757365015061
1863,4341538.842,1092493.849,57.561,9.852175048,y,7.997578258154234
1866,4341538.166,1092496.013,3.375,14.98588869,y,2.2671285804800063
1867,4341537.296,1092495.829,3.763,11.33744862,y,0.8892446233969512
1877,4341546.485,1092491.181,0.0,7.852701897,m,10.29765143140754
1877,4341548.644,1092486.628,17.621,6.806907559,y,5.038957233455861
1880,4341568.031,1092462.825,0.0,7.869191848,m,30.699162496841875
1880,4341571.924,1092459.667,49.511,10.09614701,y,5.012824851748573
1883,4341578.7,1092464.512,0.0,12.30577164,m,8.329958043667162
1883,4341579.03,1092460.553,13.463,13.43054129,y,3.9727296661489437
1890,4341394.997,1092321.975,238.987,9.743713656,y,230.37362516774465
1893,4341396.882,1092197.272,198.15,13.44642758,y,124.71724593653457
1896,4341463.762,1092099.661,135.565,10.31500788,m,118.32515252891753
1897,4341554.205,1091956.346,307.857,8.669459934,y,169.46718111199385
1900,4341458.578,1091874.137,139.531,4.139489122,y,126.10647410037924
1904,4341519.615,1091838.464,83.196,7.358116433,y,70.69708832810136
1906,4341522.626,1091840.467,0.0,5.216516458,m,3.616369726638238
1906,4341520.317,1091838.122,8.514,7.155720516,y,3.2909734124602843
1910,4341554.337,1092002.766,178.027,2.75136254,y,168.12200074963948
1913,4341548.771,1092002.158,6.355,5.003967747,y,5.59910885823766
1917,4341430.472,1092125.492,183.289,10.71514267,y,170.8974223238167
1921,4341420.143,1092181.415,59.433,12.33580691,y,56.86888578117859
1922,4341403.932,1092205.511,0.0,8.895834241,m,29.041586337516737
1922,4341404.007,1092205.492,43.485,11.35864095,y,0.07736924468042064
1927,4341399.492,1092207.755,6.793,6.76503873,y,5.050385530282681
1935,4341431.764,1092130.988,92.79,11.72548347,y,83.27457158731754
